,Author ID,Position,Country,Continent,Author name,Organization,Code,Region,Income group
32952,57219718405,First Author,USA,North America,Moriarty J.A.,Stanford School of Medicine,USA,North America,High income
32953,57219718422,Co-author,USA,North America,Lee J.H.,"The David Geffen School of Medicine, University of California",USA,North America,High income
32954,57219718906,Co-author,USA,North America,Roll R.L.,Indiana University School of Medicine,USA,North America,High income
32955,57219719008,Co-author,USA,North America,Smith-King C.,Michigan State University College of Human Medicine,USA,North America,High income
32956,57219719012,Co-author,USA,North America,Collins M.,Texas Medical Association,USA,North America,High income
32957,57219719061,First Author,CAN,North America,Miles A.,"Department of Medicine, Faculty of Medicine, University of Toronto",CAN,North America,High income
32958,57219719103,Co-author,HUN,Europe,Kopjár E.,"Medical Simulation Education Centre, University of Pécs, Medical School",HUN,Europe & Central Asia,High income
32959,57219719273,Co-author,NZL,Oceania,Ormandy J.,University of Otago,NZL,East Asia & Pacific,High income
32960,57219719291,First Author,USA,North America,Chiu M.Z.,Indiana University School of Medicine,USA,North America,High income
32961,57219719448,Co-author,HUN,Europe,Kovács A.,"Medical Simulation Education Centre, University of Pécs, Medical School",HUN,Europe & Central Asia,High income
32962,57219719532,Co-author,CHN,Asia,Chang P.,"Department of Hepatobiliary Surgery, Institute of Advanced Surgical Technology and Engineering, The First Affiliated Hospital, Xi’an Jiaotong University",CHN,East Asia & Pacific,Upper middle income
32963,57219719830,First Author,USA,North America,Long N.,Penn State College of Medicine,USA,North America,High income
32964,57219719942,Co-author,USA,North America,Nelsen B.,"Educational Quality Improvement, Harvard Medical School, TMEC 384 260 Longwood Avenue",USA,North America,High income
32965,57219719951,Co-author,USA,North America,Goodwin M.,Duke University School of Medicine,USA,North America,High income
32966,57219719952,Co-author,USA,North America,Burnett E.J.,"Division of Pulmonary, Allergy, Critical Care Medicine, Department of Medicine, Columbia University Vagelos College of Physicians and Surgeons",USA,North America,High income
32967,57219719989,Co-author,CAN,North America,Donahue M.,"Departments of Veterinary and Clinical Diagnostic Sciences, Faculty of Veterinary Medicine, Community Health Sciences, Cumming School of Medicine, University of Calgary",CAN,North America,High income
32968,57219720589,Co-author,DEU,Europe,Amann N.,"Department of Gynecology and Obstetrics, Friedrich–Alexander-University Erlangen, FAU",DEU,Europe & Central Asia,High income
32969,57219722092,Co-author,TWN,Asia,Chien W.-H.,"Department of Psychiatry, Taipei City Psychiatric Center",TWN,East Asia & Pacific,High income
32970,57219722688,Co-author,QAT,Asia,Al-Wattary N.,"College of Education, Qatar University",QAT,Middle East & North Africa,High income
32971,57219723431,Co-author,DEU,Europe,Huseynova M.R.,"School of Medicine and Health, Department of Diagnostic and Interventional Radiology, Klinikum rechts der Isar, TUM University Hospital, Technical University",DEU,Europe & Central Asia,High income
32972,57219727040,Co-author,NZL,Oceania,Mirandola M.,School of Physiotherapy,NZL,East Asia & Pacific,High income
32973,57219729190,Co-author,DNK,Europe,Awneh H.,"Department of Paediatrics, Viborg Regional Hospital",DNK,Europe & Central Asia,High income
32974,57219730405,Co-author,ZAF,Africa,Wertheimer M.,,ZAF,Sub-Saharan Africa,Upper middle income
32975,57219744558,Co-author,NOR,Europe,Espeland T.,"Department of Circulation, Medical Imaging, Norwegian University of Science and Technology, NTNU, Clinic of Cardiology, Trondheim University Hospital",NOR,Europe & Central Asia,High income
32976,57219745485,Co-author,IRN,Asia,Chegeni E.,Shahid Beheshti University of Medical Science,IRN,Middle East & North Africa,Upper middle income
32977,57219758805,Co-author,GBR,Europe,Chappell D.,Imperial College London,GBR,Europe & Central Asia,High income
32978,57219763545,Co-author,AUS,Oceania,Etherton-Beer C.,"Education Centre, University of Western Australia, Faculty of Medicine, Dentistry & Health Sciences, Western Australian Centre for Health & Ageing, Centre for Medical Research, School of Medicine and Pharmacology, University of Western Australia, Geriatrician and Clinical Pharmacologist, Royal Perth Hospital",AUS,East Asia & Pacific,High income
32979,57219769235,Co-author,USA,North America,Gustafson S.,"Department of Pediatrics, David Geffen School of Medicine, University of California",USA,North America,High income
32980,57219770460,Co-author,GBR,Europe,Jones A.,Sussex Medical School,GBR,Europe & Central Asia,High income
32981,57219771146,Co-author,FRA,Europe,Cariou P.-L.,"Faculty of Medicine, Paris Saclay University",FRA,Europe & Central Asia,High income
32982,57219771546,Co-author,ESP,Europe,González-Pacheco H.,"Canary Islands Health Research Institute Foundation, FIISC, Evaluation Unit, the Canary Islands Health Service, SESCS, Chronicity, Primary Care and Health Promotion Research Network, RICAPPS-RICORS",ESP,Europe & Central Asia,High income
32983,57219772453,First Author,CAN,North America,Moledina A.,"Department of Medicine, University of Ottawa, 501 Smyth Road, ON, Division of General Internal Medicine, The Ottawa Hospital, Clinical Epidemiology Program, Ottawa Hospital Research Institute",CAN,North America,High income
32984,57219772472,Co-author,ETH,Africa,Amha H.,"Department of Nursing, College of Medicine and Health Sciences, Debre Markos University",ETH,Sub-Saharan Africa,Low income
32985,57219773848,Co-author,SYR,Asia,Shibani M.,"Faculty of Medicine, Syrian Private University",SYR,Middle East & North Africa,Low income
32986,57219773930,First Author,AUS,Oceania,Kosiol J.,Griffith University,AUS,East Asia & Pacific,High income
32987,57219774282,Co-author,SYR,Asia,Alchallah M.O.,"Faculty of Medicine, Syrian Private University",SYR,Middle East & North Africa,Low income
32988,57219774505,Co-author,SYR,Asia,Alzabibi M.A.,"Faculty of Medicine, Syrian Private University",SYR,Middle East & North Africa,Low income
32989,57219774888,First Author,JPN,Asia,Ishizuka K.,"Department of General Medicine, Chiba University Hospital, Department of General Medicine, Yokohama City University School of Medicine",JPN,East Asia & Pacific,High income
32990,57219775127,Co-author,CHN,Asia,Li Q.,"Inner Mongolia Medical University, Department of Orthopedics, Affiliated Hospital of Inner Mongolia Medical University",CHN,East Asia & Pacific,Upper middle income
32991,57219775637,Co-author,CHN,Asia,Xu Y.,"Inner Mongolia Medical University, Department of Orthopedics, Affiliated Hospital of Inner Mongolia Medical University",CHN,East Asia & Pacific,Upper middle income
32992,57219775669,First Author,CHN,Asia,He B.,"Inner Mongolia Medical University, First Clinical Medical College",CHN,East Asia & Pacific,Upper middle income
32993,57219778533,Co-author,SYR,Asia,Mohsen F.,"Faculty of Medicine, Syrian Private University",SYR,Middle East & North Africa,Low income
32994,57219779768,First Author,ISR,Asia,Naamati-Schneider L.,"Health Systems Management Department, Hadassah Academic College",ISR,Middle East & North Africa,High income
32995,57219780301,First Author,SAU,Asia,Mina S.,"College of Medicine, Alfaisal University",SAU,Middle East & North Africa,High income
32996,57219780543,Co-author,USA,North America,Stecker J.,Harvard Medical School,USA,North America,High income
32997,57219780719,Co-author,GBR,Europe,Tang A.,Hillingdon Hospital NHS Foundation Trust,GBR,Europe & Central Asia,High income
32998,57219782374,Co-author,SYR,Asia,Alolabi H.,"Faculty of Medicine, Syrian Private University",SYR,Middle East & North Africa,Low income
32999,57219783193,Co-author,USA,North America,Woo K.,"Department of Neurological Sciences, Rush University Medical Center, Loyola University Chicago College of Arts and Sciences",USA,North America,High income
33000,57219783516,Co-author,CHL,South America,Olivares-Labbe M.T.,"Sistema de Bibliotecas UC, SIBUC, Pontificia Universidad Católica de Chile",CHL,Latin America & Caribbean,High income
33001,57219798097,Co-author,USA,North America,Kassamali B.,Harvard Medical School,USA,North America,High income
33002,57219802607,Co-author,CHN,Asia,Jiang H.,"School of International Education, Nanjing Medical University",CHN,East Asia & Pacific,Upper middle income
33003,57219802943,Co-author,CHN,Asia,Liu C.,"School of International Education, Xuzhou Medical University",CHN,East Asia & Pacific,Upper middle income
33004,57219803487,Co-author,CHN,Asia,Liu S.,"School of International Education, Xuzhou Medical University",CHN,East Asia & Pacific,Upper middle income
33005,57219806209,Co-author,CHN,Asia,Shi R.-G.,"College of International Studies, Nanjing Medical University",CHN,East Asia & Pacific,Upper middle income
33006,57219807086,Co-author,TUR,Asia,Zhang X.,Dali University,TUR,Europe & Central Asia,Upper middle income
33007,57219823117,Co-author,USA,North America,Chiramal J.A.,"Department of Epidemiology, University of Washington",USA,North America,High income
33008,57219835213,Co-author,USA,North America,Byrnes M.E.,"Department of Surgery, University of Michigan",USA,North America,High income
33009,57219836866,Co-author,HRV,Europe,Haramina A.,"Center for Evidence-Based Medicine and Health Care, Catholic University of Croatia",HRV,Europe & Central Asia,High income
33010,57219837088,Co-author,HRV,Europe,Majstorović D.,,HRV,Europe & Central Asia,High income
33011,57219839114,Co-author,QAT,Asia,Kamal A.,Hamad Medical Corporation,QAT,Middle East & North Africa,High income
33012,57219839197,Co-author,HRV,Europe,Ivanišević K.,"Faculty of Health Studies, University of Rijeka",HRV,Europe & Central Asia,High income
33013,57219839262,Co-author,USA,North America,Das A.,"Heath Policy & Administration, School of Public Health, University of Illinois",USA,North America,High income
33014,57219840993,Co-author,HRV,Europe,Cavic D.,"Center for Evidence-Based Medicine and Health Care, Catholic University of Croatia",HRV,Europe & Central Asia,High income
33015,57219841205,Co-author,HRV,Europe,Klinec D.,"Center for Evidence-Based Medicine and Health Care, Catholic University of Croatia",HRV,Europe & Central Asia,High income
33016,57219841854,First Author,ISR,Asia,Lwow M.,"Department of Medicine, Hadassah Medical Center",ISR,Middle East & North Africa,High income
33017,57219842131,Co-author,HRV,Europe,Aranza D.,"University Department of Health Studies, University of Split",HRV,Europe & Central Asia,High income
33018,57219842266,Co-author,TWN,Asia,Wu C.-L.,"Department of Rehabilitation, Changhua Christian Hospital",TWN,East Asia & Pacific,High income
33019,57219846224,Co-author,USA,North America,Donnelly-Bensalah K.,American College of Cardiology,USA,North America,High income
33020,57219846235,Co-author,TWN,Asia,Chiu Y.-J.,"Department of Emergency Medicine, Taipei Medical University Hospital",TWN,East Asia & Pacific,High income
33021,57219848420,Co-author,USA,North America,Han A.,"Department of Surgery, Cleveland Clinic",USA,North America,High income
33022,57219849443,Co-author,NZL,Oceania,Fairs E.,Ara Institute,NZL,East Asia & Pacific,High income
33023,57219852156,First Author,USA,North America,Song X.,"School of Medicine, Case Western Reserve University",USA,North America,High income
33024,57219853287,Co-author,USA,North America,Fillmore H.,Columbia University Vagelos College of Physicians and Surgeons,USA,North America,High income
33025,57219855149,Co-author,USA,North America,Cohen E.L.,American College of Cardiology,USA,North America,High income
33026,57219855394,First Author,USA,North America,Mueller M.R.,"General Internal Medicine, Mayo Clinic, 200 First St SW",USA,North America,High income
33027,57219855492,Co-author,USA,North America,Callea L.,Haymarket Medical Education,USA,North America,High income
33028,57219856345,Co-author,USA,North America,Fisher M.E.,Haymarket Medical Education,USA,North America,High income
33029,57219856530,Co-author,USA,North America,Stone K.E.,American College of Cardiology,USA,North America,High income
33030,57219857023,Co-author,GBR,Europe,Stockell D.J.,"Department of Radiology, Leeds Teaching Hospitals NHS Trust",GBR,Europe & Central Asia,High income
33031,57219857696,Co-author,GBR,Europe,Brown F.E.,"James Cook University Teaching Hospital, South Tees Hospitals NHS Foundation Trust",GBR,Europe & Central Asia,High income
33032,57219857868,Co-author,GBR,Europe,Barnard J.,"Leeds Institute of Medical Education, University of Leeds",GBR,Europe & Central Asia,High income
33033,57219858020,Co-author,HUN,Europe,Cetin N.,Department of Pulmonology,HUN,Europe & Central Asia,High income
33034,57219859140,Co-author,USA,North America,SanValentin A.M.,Haymarket Medical Education,USA,North America,High income
33035,57219859729,Co-author,DEU,Europe,Mattigk A.,"Department of Urology and Pediatric Urology, University of Ulm",DEU,Europe & Central Asia,High income
33036,57219860686,Co-author,CAN,North America,Warnock T.,"Department of Psychiatry, University of British Columbia",CAN,North America,High income
33037,57219864145,Co-author,ISR,Asia,Doron E.,,ISR,Middle East & North Africa,High income
33038,57219864761,First Author,COL,South America,Delgadillo-Sánchez V.,"Faculty of Medicine, Pontificia Universidad Javeriana",COL,Latin America & Caribbean,Upper middle income
33039,57219865344,Co-author,USA,North America,Cunningham T.,Icahn School of Medicine,USA,North America,High income
33040,57219865862,Co-author,THA,Asia,Wiwattarangkul T.,"Department of Psychiatry, Faculty of Medicine, Chulalongkorn University, King Chulalongkorn Memorial Hospital",THA,East Asia & Pacific,Upper middle income
33041,57219866241,Co-author,DNK,Europe,Dagyaran I.,"Department of Infectious Diseases, The Heart Centre, Copenhagen University Hospital",DNK,Europe & Central Asia,High income
33042,57219867031,Co-author,DNK,Europe,Bernild C.,Copenhagen University Hospital,DNK,Europe & Central Asia,High income
33043,57219867800,First Author,MYS,Asia,Abdul-Kadir M.-A.,"Department of Ophthalmology, Universiti Malaysia Sarawak, UNIMAS, Department of Ophthalmology, Kulliyyah of Medicine, International Islamic University Malaysia, IIUM",MYS,East Asia & Pacific,Upper middle income
33044,57219868320,First Author,USA,North America,Cutter C.M.,University of Michigan,USA,North America,High income
33045,57219869951,Co-author,GBR,Europe,Khan N.,Queen’s University,GBR,Europe & Central Asia,High income
33046,57219870329,First Author,THA,Asia,Wainipitapong S.,"Department of Global Health and Social Medicine, King's College, Department of Psychiatry and Center of Excellence in Transgender Health, CETH, Faculty of Medicine, Chulalongkorn University, King Chulalongkorn Memorial Hospital",THA,East Asia & Pacific,Upper middle income
33047,57219870738,First Author,GBR,Europe,Niaz H.F.,"Medical School, University of London",GBR,Europe & Central Asia,High income
33048,57219873254,Co-author,GBR,Europe,Arzoky Z.,Queen’s University,GBR,Europe & Central Asia,High income
33049,57219875268,First Author,GBR,Europe,Gilani S.,"Faculty of Biology, Medicine and Health, University of Manchester, Lancashire Teaching Hospitals NHS Trust",GBR,Europe & Central Asia,High income
33050,57219877372,Co-author,USA,North America,Wu C.,Puget Sound Va Medical Center,USA,North America,High income
33051,57219893971,Co-author,CHE,Europe,Combescure C.,"Division of Clinical Epidemiology, University Hospitals",CHE,Europe & Central Asia,High income
33052,57219894008,Co-author,USA,North America,Sylla M.,Harvard Medical School,USA,North America,High income
33053,57219894332,Co-author,GBR,Europe,Lawrence L.,,GBR,Europe & Central Asia,High income
33054,57219903273,Co-author,USA,North America,Tucker R.V.,"Department of Emergency Medicine, University of Michigan Medical School, 1500 E Medical Center Dr., TC-B106",USA,North America,High income
33055,57219905105,First Author,HKG,Asia,Dizon J.I.W.T.,"Bau Institute of Medical and Health Sciences Education, The University of Hong Kong",HKG,East Asia & Pacific,High income
33056,57219906822,First Author,SGP,Asia,Phua G.L.G.,"Division of Supportive and Palliative Care, National Cancer Centre Singapore, 30 Hospital Boulevard, Lien Centre for Palliative Care, Duke-NUS Medical School, National University of Singapore",SGP,East Asia & Pacific,High income
33057,57219906846,Co-author,SAU,Asia,Albar N.H.,"Restorative Dental Science Department, College of Dentistry, Jazan University",SAU,Middle East & North Africa,High income
33058,57219906872,Co-author,UGA,Africa,Yawe A.,"Health Central and Eastern Africa, OHCEA",UGA,Sub-Saharan Africa,Low income
33059,57219907367,Co-author,USA,North America,Wakim A.,"Loyola University, Chicago Stritch School of Medicine",USA,North America,High income
33060,57219909681,Co-author,CHN,Asia,Lin X.,"Department of Nursing, the Fourth Affiliated Hospital of Southwest Medical University",CHN,East Asia & Pacific,Upper middle income
33061,57219911338,Co-author,MAR,Africa,Benjelloun R.,"Department of Psychiatry, Faculty of Medicine, Mohammed VI University of Sciences and Health",MAR,Middle East & North Africa,Lower middle income
33062,57219912064,First Author,AUS,Oceania,Brooke T.,Bond University,AUS,East Asia & Pacific,High income
33063,57219912531,Co-author,USA,North America,Anstrom J.,"Edward Via College of Osteopathic Medicine, VCOM, Biomedical Sciences, 2265 Kraft Drive",USA,North America,High income
33064,57219912670,Co-author,JOR,Asia,El Momani B.R.,"Queen Alia Military Hospital, Dental Corps-Orthodontics, Royal Medical Services of Jordan Armed Forces",JOR,Middle East & North Africa,Lower middle income
33065,57219912770,Co-author,AUS,Oceania,Brown M.,Bond University,AUS,East Asia & Pacific,High income
33066,57219912866,Co-author,SGP,Asia,Low J.Y.,National University of Singapore,SGP,East Asia & Pacific,High income
33067,57219913748,First Author,AUS,Oceania,Kim C.,"Rural Clinical School, School of Medicine, UWA",AUS,East Asia & Pacific,High income
33068,57219915335,Co-author,USA,North America,Kim J.,"Edward Via College of Osteopathic Medicine, VCOM, Biomedical Sciences, 2265 Kraft Drive",USA,North America,High income
33069,57219915658,Co-author,AUS,Oceania,Huang R.,"Xiangya School of Nursing, Central South University, College of Nursing and Health Sciences, Flinders University",AUS,East Asia & Pacific,High income
33070,57219915673,Co-author,USA,North America,Wasko B.,Virginia Department of Health,USA,North America,High income
33071,57219916169,Co-author,MYS,Asia,Alazmi K.F.,Ministry of Health,MYS,East Asia & Pacific,Upper middle income
33072,57219916724,Co-author,USA,North America,Albin J.,"Internal Medicine and Pediatrics, University of Texas, Southwestern Medical School",USA,North America,High income
33073,57219922318,Co-author,GBR,Europe,Armour D.,Queen's University,GBR,Europe & Central Asia,High income
33074,57219922931,First Author,SRB,Europe,Guziak M.,"Faculty of Health Sciences, the Institute of Maritime and Tropical Medicine, Medical University of Gdańsk, Laboratory for Strengthening Capacity and Performance of Health Systems & Workforce for Health Equity, Faculty of Medicine, University of Belgrade",SRB,Europe & Central Asia,Upper middle income
33075,57219923988,Co-author,USA,North America,Gribbin W.,University of Michigan Medical School,USA,North America,High income
33076,57219924477,Co-author,AUS,Oceania,Wotherspoon R.,"School of Nursing and Midwifery, Monash University",AUS,East Asia & Pacific,High income
33077,57219924542,Co-author,IRN,Asia,Asadi-Piri Z.,"Department of Health Management Policy and Economic, School of Public Health, Tehran University of Medical Science",IRN,Middle East & North Africa,Upper middle income
33078,57219924988,Co-author,CAN,North America,Wu M.,"Department of Family and Community Medicine, The University of Toronto",CAN,North America,High income
33079,57219927168,First Author,CAN,North America,Shalansky R.A.,"Public Health and Preventive Medicine Residency, The University of Toronto",CAN,North America,High income
33080,57219930849,Co-author,USA,North America,Nevarez J.,University of Michigan Medical School,USA,North America,High income
33081,57219933609,First Author,KOR,Asia,Kwon Y.G.,"Center for Chung-Ang Medical Education Resource Allocation, CAMERA, College of Medicine, Chung-Ang University",KOR,East Asia & Pacific,High income
33082,57219933808,Co-author,BRA,South America,Nabhen J.J.,"School of Medicine, Federal University of Paraná",BRA,Latin America & Caribbean,Upper middle income
33083,57219937452,First Author,CAN,North America,Burrows A.M.,"Knowledge Translation, Royal Inland Hospital, Interior Health Authority",CAN,North America,High income
33084,57219938849,Co-author,USA,North America,Maclaren J.M.,"Tulane-Newcomb College, Tulane University, Lebanon Valley College",USA,North America,High income
33085,57219939651,First Author,USA,North America,Gillespie N.,"Louisiana State University, Health Sciences Center, Duke University, School of Medicine",USA,North America,High income
33086,57219941520,Co-author,CHN,Asia,Lei X.,"Department of Emergence, Maternal and Child Health Hospital, Tongji Medical College, Huazhong University of Science and Technology",CHN,East Asia & Pacific,Upper middle income
33087,57219941576,Co-author,CAN,North America,Dawe R.,"Faculty of Medicine, Memorial University of Newfoundland",CAN,North America,High income
33088,57219941981,Co-author,USA,North America,Rhines B.W.,"Academic Advising, Tulane University",USA,North America,High income
33089,57219942116,Co-author,USA,North America,Nance A.B.,"Center for Public Service, Tulane University",USA,North America,High income
33090,57219942481,Co-author,USA,North America,Mizelle C.,University of North Carolina,USA,North America,High income
33091,57219942836,First Author,USA,North America,Woodson M.J.,"Admissions and Student Affairs, Tulane University School of Medicine",USA,North America,High income
33092,57219943704,Co-author,CHN,Asia,Zhang X.,"Department of Vascular Surgery, Peking University People’s Hospital",CHN,East Asia & Pacific,Upper middle income
33093,57219944255,First Author,JPN,Asia,Yanagita Y.,"Department of General Medicine, Chiba University Hospital",JPN,East Asia & Pacific,High income
33094,57219945788,Co-author,USA,North America,Keltner C.,"Department of Preventative Medicine and Public Health, Madigan Army Medical Center",USA,North America,High income
33095,57219946443,First Author,SGP,Asia,Ng O.,"Lee Kong Chian School of Medicine, Nanyang Technological University",SGP,East Asia & Pacific,High income
33096,57219948377,Co-author,ZAF,Africa,Hess-April L.,"Department of Occupational Therapy, Faculty of Community and Health Sciences, University of Western Cape",ZAF,Sub-Saharan Africa,Upper middle income
33097,57219949111,Co-author,SAU,Asia,Mehdar K.M.,"Department of Anatomy, College of Medicine, Najran University",SAU,Middle East & North Africa,High income
33098,57219950281,Co-author,JOR,Asia,Almomani J.A.,"Department of Administration, Curricula and Teaching Methods, College of Educational and Psychological Sciences, Amman Arab University",JOR,Middle East & North Africa,Lower middle income
33099,57219956598,Co-author,CAN,North America,Leyenaar M.,"McNally Project for Paramedicine Research, ON, Department of Clinical Epidemiology and Biostatistics, McMaster University, ON",CAN,North America,High income
33100,57219958754,First Author,GBR,Europe,Coyle M.,"Population Health Sciences, Bristol Medical School, University of Bristol",GBR,Europe & Central Asia,High income
33101,57219958866,Co-author,CHN,Asia,Qu J.,"Institute for International Health Professions Education and Research, China Medical University, Department of Postgraduate Administration, The First Hospital of China Medical University",CHN,East Asia & Pacific,Upper middle income
33102,57219959443,Co-author,SDN,Africa,Elhadi Y.A.M.,"Department of Public Health, Sudanese Medical Research Association",SDN,Sub-Saharan Africa,Low income
33103,57219961497,Co-author,ITA,Europe,D'Angelo D.,"CNEC, Center for Clinical Excellence and Quality of Care, Istituto Superiore di Sanità",ITA,Europe & Central Asia,High income
33104,57219963038,Co-author,JPN,Asia,Kuriyama A.,"Department of Respirology, Graduate School of Medicine, Chiba University",JPN,East Asia & Pacific,High income
33105,57219963304,Co-author,PSX,Asia,Abuzubaida W.,Al-Azhar University,PSX,Middle East & North Africa,Lower middle income
33106,57219963309,Co-author,BRA,South America,Castro-Guerrero M.A.,PECEM,BRA,Latin America & Caribbean,Upper middle income
33107,57219964065,First Author,MEX,North America,Martínez-Flisser G.,Universidad Anáhuac,MEX,Latin America & Caribbean,Upper middle income
33108,57219964613,Co-author,PSX,Asia,Jlambo A.,Al-Azhar University,PSX,Middle East & North Africa,Lower middle income
33109,57219965349,First Author,PSX,Asia,Alser M.,"Faculty of Medicine, Islamic University of Gaza",PSX,Middle East & North Africa,Lower middle income
33110,57219966318,Co-author,USA,North America,Popa G.,"Department of Orthopaedic Surgery, Rutgers New Jersey Medical School",USA,North America,High income
33111,57219968720,Co-author,FRA,Europe,Marin S.,"Department of Educational Sciences, Faculté de Médecine, Paris Diderot University",FRA,Europe & Central Asia,High income
33112,57219970135,First Author,CAN,North America,Cranston K.D.,"School of Health and Exercise Sciences, University of British Columbia, Okanagan Campus",CAN,North America,High income
33113,57219970184,Co-author,USA,North America,Hardenbergh D.,"Department of Neurology, The Johns Hopkins University School of Medicine",USA,North America,High income
33114,57219970803,Co-author,USA,North America,Bhayani R.K.,"Department Of Medicine, Washington University, School Of Medicine",USA,North America,High income
33115,57219975470,Co-author,PSX,Asia,Shaqura I.I.,"Quality Department, Palestinian Ministry of Health",PSX,Middle East & North Africa,Lower middle income
33116,57219976416,Co-author,DEU,Europe,Kramer C.,"Department of Medical Informatics, RWTH Aachen University",DEU,Europe & Central Asia,High income
33117,57219977261,Co-author,IDN,Asia,Hidayah R.N.,"Department of Medical Education and Bioethics, Faculty of Medicine, Public Health, Universitas Gadjah Mada",IDN,East Asia & Pacific,Upper middle income
33118,57219977795,Co-author,JPN,Asia,Den N.,"Department of Internal Medicine, Oji Seikyo Hospital, Tokyo Hokuto Health Co-Operative",JPN,East Asia & Pacific,High income
33119,57219980195,Co-author,NLD,Europe,Hoeijmakers L.,OLVG Hospital,NLD,Europe & Central Asia,High income
33120,57219981932,First Author,NLD,Europe,Westendorp J.,"Medical and Neuropsychology Unit, Institute of Psychology, Leiden University, Center for Interdisciplinary Placebo Studies, IPS",NLD,Europe & Central Asia,High income
33121,57219990844,Co-author,GBR,Europe,Ntuiabane D.,Northern Care Alliance NHS Foundation Trust,GBR,Europe & Central Asia,High income
33122,57219991484,Co-author,GBR,Europe,Janjua O.,University College London Medical School,GBR,Europe & Central Asia,High income
33123,57219992860,First Author,GBR,Europe,Gondhalekar A.R.,University College London Medical School,GBR,Europe & Central Asia,High income
33124,57219993552,Co-author,GBR,Europe,Eboreime O.,University College London Medical School,GBR,Europe & Central Asia,High income
33125,57220003042,First Author,USA,North America,Gebert J.T.,"Medical Scientist Training Program, Baylor College of Medicine, Graduate Program in Development, Disease Models, Therapeutics, Baylor College of Medicine",USA,North America,High income
33126,57220004511,First Author,JOR,Asia,Al-Ani A.,"Scientific Affairs and Research, King Hussein Cancer Center",JOR,Middle East & North Africa,Lower middle income
33127,57220006781,Co-author,NLD,Europe,Zwaan L.,"Erasmus Medical Center, Institute of Medical Education",NLD,Europe & Central Asia,High income
33128,57220007635,Co-author,RWA,Africa,Rutayisire R.,"School of Health Sciences, College of Medicine and Health Sciences, University of Rwanda",RWA,Sub-Saharan Africa,Low income
33129,57220022597,First Author,PAK,Asia,Tariq M.,"Dean’s Office, Aga Khan University",PAK,South Asia,Lower middle income
33130,57220026102,First Author,USA,North America,Cangialosi P.T.,Rutgers New Jersey Medical School,USA,North America,High income
33131,57220026319,Co-author,CAN,North America,Hess B.,"Department of Family Medicine, University of Alberta, 6-10 University Terrace, AB",CAN,North America,High income
33132,57220028870,Co-author,GBR,Europe,Wozniak A.M.,"Barts, The London School of Medicine and Dentistry, Queen Mary University of London",GBR,Europe & Central Asia,High income
33133,57220041243,First Author,USA,North America,Perez-Oquendo M.,"Department of Research, Education and Training, The University of Texas MD Anderson Cancer Center, Graduate School of Biomedical Sciences, Baylor College of Medicine",USA,North America,High income
33134,57220043283,Co-author,USA,North America,Seligman L.,"Department of Medicine, New York-Presbyterian Hospital, Columbia University Irving Medical Center",USA,North America,High income
33135,57220045841,Co-author,DEU,Europe,Reiser S.,"Educational Research and Methodology, University of Erfurt",DEU,Europe & Central Asia,High income
33136,57220046200,First Author,DEU,Europe,Janssen L.,"Department Clinical Medicine - TUM School of Medicine and Health, TUM Medical Education Center",DEU,Europe & Central Asia,High income
33137,57220047503,Co-author,DEU,Europe,Zhao J.,"Department of Radiology, Charité Universitaetsmedizin Berlin, Freie Universität Berlin, Humboldt- Universität zu Berlin",DEU,Europe & Central Asia,High income
33138,57220048321,Co-author,ESP,Europe,Miro-Catalina Q.,Rural Areas Research Group,ESP,Europe & Central Asia,High income
33139,57220048478,Co-author,AUS,Oceania,Griffiths P.,,AUS,East Asia & Pacific,High income
33140,57220049457,Co-author,HKG,Asia,Ng Z.L.H.,The University of Hong Kong,HKG,East Asia & Pacific,High income
33141,57220052960,Co-author,DNK,Europe,Stefánsdóttir N.Þ.,"Department of Clinical Research, Copenhagen University Hospital Hvidovre",DNK,Europe & Central Asia,High income
33142,57220053369,Co-author,KOR,Asia,Lee Y.-J.,"College of Nursing, Taegu Science University",KOR,East Asia & Pacific,High income
33143,57220053772,Co-author,AUT,Europe,Puttinger C.,"Research Unit for Curriculum Development, Teaching Center, Medical University of Vienna",AUT,Europe & Central Asia,High income
33144,57220058634,Co-author,AUS,Oceania,Sheers C.,"Consumer and Community Involvement Program, CCIP",AUS,East Asia & Pacific,High income
33145,57220059253,Co-author,GBR,Europe,Whitwell M.R.,"Health Professions Education Unit, Hull York Medical School",GBR,Europe & Central Asia,High income
33146,57220059904,Co-author,USA,North America,Jain B.,"Computational Physiology, Massachusetts Institute of Technology",USA,North America,High income
33147,57220060037,Co-author,KOR,Asia,Hyun S.-J.,"College of Nursing, Taegu Science University",KOR,East Asia & Pacific,High income
33148,57220060607,Co-author,KOR,Asia,Lee,"College of Nursing, Taegu Science University",KOR,East Asia & Pacific,High income
33149,57220061786,First Author,SAU,Asia,Nassar A.A.,"Department of Preventive Dentistry, College of Dental Medicine, Umm Al-Qura University",SAU,Middle East & North Africa,High income
33150,57220062098,Co-author,CHN,Asia,Cao Y.,"Hospital of Stomatology, Guanghua School of Stomatology, Guangdong Provincial Key Laboratory of Stomatology, Sun Yat-Sen University",CHN,East Asia & Pacific,Upper middle income
33151,57220062517,Co-author,KOR,Asia,Kim S.M.,"College of Nursing, Taegu Science University",KOR,East Asia & Pacific,High income
